TeamId,TeamAlias,OppId,OppAlias,Win,Loss,PointsFor,PointsAgainst
454,Team20,432,Half Baked,0,2,159.46,205.18
454,Team20,433,babyPanther,1,0,78.76,70.72
454,Team20,434,Super Bears FC,1,0,99.94,93.3
454,Team20,436,Drake's New Favorite Team,0,2,188.28,249.56
454,Team20,440,RedZone Junkie,1,1,135.86,147.4
454,Team20,446,Wanna be Startin Sutton,0,1,71.8,116.32
455,TD Man,425,Kaptain Obvious,2,0,203.88,177.22
455,TD Man,426,AWON BOYS,0,1,85.08,93.9
455,TD Man,428,kukere kings,1,0,91.92,88.58
455,TD Man,430,Knights of the Odell Republic,0,1,144.78,158.04
455,TD Man,432,Half Baked,2,1,365.82,322.18
455,TD Man,433,babyPanther,1,0,95.54,56.2
455,TD Man,434,Super Bears FC,1,1,239.8,205.4
455,TD Man,437,Last Dance,2,0,240.16,186.68
455,TD Man,438,El Casamigos,1,1,197.38,207.64
455,TD Man,440,RedZone Junkie,1,1,219.18,204.06
455,TD Man,441,419ers,2,0,221.5,158.36
455,TD Man,444,Tough City Bears,1,0,100.46,91.22
455,TD Man,445,SUDS,0,1,65.36,73.48
455,TD Man,446,Wanna be Startin Sutton,0,1,89.3,125.06
455,TD Man,447,FlyinRyan,2,0,234.72,178.74
455,TD Man,456,Mr McGibblets,1,0,102.34,94.26
455,TD Man,457,Val's,1,0,79.42,50
455,TD Man,459,Coming Soon,1,0,119.56,110.64
455,TD Man,460,RedZone Junkies,0,1,71.72,100
456,Mr McGibblets,425,Kaptain Obvious,0,1,36.64,82.92
456,Mr McGibblets,426,AWON BOYS,0,3,295.2,360.86
456,Mr McGibblets,427,Chasing Legacy,0,1,74,108.76
456,Mr McGibblets,428,kukere kings,2,0,212.08,123.66
456,Mr McGibblets,430,Knights of the Odell Republic,2,1,314.1,290.78
456,Mr McGibblets,431,Mark Alexander I,0,1,56.56,84.52
456,Mr McGibblets,432,Half Baked,0,1,62.96,131.7
456,Mr McGibblets,433,babyPanther,1,0,103.92,97.6
456,Mr McGibblets,434,Super Bears FC,2,1,269.38,164.94
456,Mr McGibblets,437,Last Dance,1,0,117.82,97.02
456,Mr McGibblets,439,Team on ma back,1,0,80.42,69.42
456,Mr McGibblets,440,RedZone Junkie,1,0,110.82,103.82
456,Mr McGibblets,441,419ers,0,1,73.36,83.66
456,Mr McGibblets,444,Tough City Bears,1,0,86.92,72.04
456,Mr McGibblets,445,SUDS,0,2,169.2,211.96
456,Mr McGibblets,446,Wanna be Startin Sutton,1,1,179.8,169.46
456,Mr McGibblets,455,TD Man,0,1,94.26,102.34
456,Mr McGibblets,459,Coming Soon,1,0,108.36,100.6
456,Mr McGibblets,460,RedZone Junkies,1,0,66.3,56.38
457,Val's,425,Kaptain Obvious,1,1,161.06,204.22
457,Val's,431,Mark Alexander I,0,1,52.98,121.62
457,Val's,432,Half Baked,1,0,110.46,97.32
457,Val's,433,babyPanther,2,0,205.16,137.08
457,Val's,437,Last Dance,1,1,135.62,191.18
457,Val's,438,El Casamigos,0,1,89.12,105.42
457,Val's,440,RedZone Junkie,0,1,73.7,80.2
457,Val's,441,419ers,1,1,154.28,186.4
457,Val's,447,FlyinRyan,1,0,104.9,69.78
457,Val's,455,TD Man,0,1,50,79.42
458,Win EVeRY Time,425,Kaptain Obvious,0,1,77.96,122.52
458,Win EVeRY Time,426,AWON BOYS,0,1,59.2,126.9
458,Win EVeRY Time,427,Chasing Legacy,0,1,82.14,113.56
458,Win EVeRY Time,428,kukere kings,1,0,90.06,76.2
458,Win EVeRY Time,430,Knights of the Odell Republic,0,1,89.34,111.6
458,Win EVeRY Time,431,Mark Alexander I,0,1,66.32,109.14
458,Win EVeRY Time,433,babyPanther,1,0,93.6,77.02
458,Win EVeRY Time,437,Last Dance,0,1,115.34,135.42
458,Win EVeRY Time,441,419ers,1,0,134.18,86.54
458,Win EVeRY Time,444,Tough City Bears,1,0,125.24,90.1
458,Win EVeRY Time,445,SUDS,1,0,118.34,110.16
458,Win EVeRY Time,446,Wanna be Startin Sutton,1,0,92.82,82.2
458,Win EVeRY Time,447,FlyinRyan,1,0,131.7,67.3
458,Win EVeRY Time,459,Coming Soon,1,0,113.72,53.38
459,Coming Soon,425,Kaptain Obvious,0,1,61.6,68.8
459,Coming Soon,427,Chasing Legacy,0,1,77.8,93.2
459,Coming Soon,428,kukere kings,1,0,100.9,51.66
459,Coming Soon,431,Mark Alexander I,0,1,91.9,98.36
459,Coming Soon,432,Half Baked,1,0,113.72,97.5
459,Coming Soon,433,babyPanther,1,0,76.06,59.36
459,Coming Soon,434,Super Bears FC,1,0,118.38,104.98
459,Coming Soon,437,Last Dance,1,0,148.2,108.18
459,Coming Soon,445,SUDS,0,1,80.66,97.12
459,Coming Soon,447,FlyinRyan,0,1,82.8,151.14
459,Coming Soon,455,TD Man,0,1,110.64,119.56
459,Coming Soon,456,Mr McGibblets,0,1,100.6,108.36
459,Coming Soon,458,Win EVeRY Time,0,1,53.38,113.72
459,Coming Soon,460,RedZone Junkies,0,1,107.06,110.54
460,RedZone Junkies,426,AWON BOYS,1,0,148.04,83.18
460,RedZone Junkies,428,kukere kings,1,0,121.92,80.34
460,RedZone Junkies,430,Knights of the Odell Republic,0,1,81.4,112.4
460,RedZone Junkies,431,Mark Alexander I,1,0,99.1,56.1
460,RedZone Junkies,432,Half Baked,1,0,114.28,93.38
460,RedZone Junkies,433,babyPanther,1,0,124.58,102.38
460,RedZone Junkies,434,Super Bears FC,0,1,75.3,99.42
460,RedZone Junkies,437,Last Dance,0,1,79.62,100.14
460,RedZone Junkies,441,419ers,1,0,87.74,60.82
460,RedZone Junkies,444,Tough City Bears,1,0,118.36,66.72
460,RedZone Junkies,446,Wanna be Startin Sutton,1,0,124.04,74.84
460,RedZone Junkies,455,TD Man,1,0,100,71.72
460,RedZone Junkies,456,Mr McGibblets,0,1,56.38,66.3
460,RedZone Junkies,459,Coming Soon,1,0,110.54,107.06
